Elapsed time(s),ECG(mV),peak,foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
698.71,0.506,,0.979,62.994,16.95,11.88
698.774,0.031,,0.98,62.994,16.95,11.83
698.839,-0.036,,0.982,69.993,16.95,11.79
698.903,-0.038,,0.982,69.993,16.95,11.718
698.968,-0.057,,0.98,69.993,16.95,11.654
699.032,-0.06,,0.982,69.993,16.95,11.606
699.097,-0.058,,0.982,69.993,16.95,11.568
699.161,-0.056,,0.979,69.993,16.95,11.54
699.226,-0.055,,0.979,69.993,16.95,11.522
699.29,-0.036,,0.98,69.993,16.95,11.512
699.355,0.385,,0.982,69.993,16.95,11.506
699.419,-0.066,,0.98,69.993,16.95,11.502
699.484,-0.009,,0.98,69.993,16.95,11.502
699.548,0.086,,0.979,69.993,16.95,11.502
699.613,0.343,,0.982,69.993,16.95,11.504
699.677,0.485,,0.98,69.993,16.95,11.504
699.742,0.023,,0.979,69.993,16.95,11.502
699.806,-0.059,,0.979,61.994,16.95,11.51
699.871,-0.083,,0.979,61.994,16.95,11.482
699.935,-0.116,,0.98,61.994,16.95,11.456
700,-0.129,,0.979,61.994,16.95,11.44
700.065,-0.137,,0.979,61.994,16.95,11.432
700.129,-0.145,,0.98,61.994,16.95,11.446
700.194,-0.153,,0.979,61.994,16.95,11.486
700.258,-0.145,,0.979,61.994,16.95,11.548
700.323,-0.081,,0.979,61.994,16.95,11.624
700.387,0.191,,0.979,61.994,16.95,11.706
700.452,-0.135,,0.979,61.994,16.95,11.786
700.516,-0.047,,0.979,61.994,16.95,11.866
700.581,0.166,,0.979,60.994,16.95,11.942
700.645,0.433,,0.979,60.994,16.95,12.022
700.71,-0.012,,0.979,60.994,16.95,12.096
700.774,-0.164,,0.979,60.994,16.95,12.17
700.839,-0.188,,0.979,60.994,16.95,12.208
700.903,-0.215,,0.979,60.994,16.95,12.258
700.968,-0.222,,0.979,60.994,16.95,12.31
701.032,-0.224,,0.979,60.994,16.95,12.364
701.097,-0.22,,0.979,60.994,16.95,12.42
701.161,-0.185,,0.979,60.994,16.95,12.468
701.226,0.378,,0.979,60.994,16.95,12.522
701.29,-0.294,,0.98,60.994,16.95,12.568
701.355,-0.083,,0.979,60.994,16.95,12.584
701.419,0.046,,0.98,66.993,16.95,12.542
701.484,0.332,,0.98,66.993,16.95,12.458
701.548,0.41,,0.979,66.993,16.95,12.356
701.613,-0.012,,0.979,66.993,16.95,12.256
701.677,-0.055,,0.979,66.993,16.95,12.154
701.742,-0.071,,0.979,66.993,16.95,12.032
701.806,-0.082,,0.979,66.993,16.95,11.918
701.871,-0.078,,0.979,66.993,16.95,11.822
701.935,-0.076,,0.979,66.993,16.95,11.744
702,-0.075,,0.979,66.993,16.95,11.68
702.065,-0.078,,0.979,66.993,16.95,11.63
702.129,-0.067,,0.979,66.993,16.95,11.592
702.194,0.474,,0.979,66.993,16.95,11.566
702.258,-0.154,,0.979,66.993,16.95,11.548
702.323,0.015,,0.979,66.993,16.95,11.536
702.387,0.157,,0.979,66.993,16.95,11.526
702.452,0.474,,0.979,66.993,16.95,11.52
702.516,0.251,,0.979,66.993,16.95,11.512
702.581,-0.066,,0.979,62.994,16.95,11.512
702.645,-0.076,,0.979,62.994,16.95,11.504
702.71,-0.097,,0.979,62.994,16.95,11.468
702.774,-0.11,,0.979,62.994,16.95,11.444
702.839,-0.104,,0.979,62.994,16.95,11.43
702.903,-0.096,,0.979,62.994,16.95,11.424
702.968,-0.087,,0.979,62.994,16.95,11.414
703.032,-0.084,,0.979,62.994,16.95,11.41
703.097,-0.062,,0.979,62.994,16.95,11.412
703.161,0.104,,0.979,62.994,16.95,11.416
703.226,0.181,,0.979,62.994,16.95,11.416
703.29,-0.034,,0.979,62.994,16.95,11.416
703.355,0.047,,0.979,62.994,16.95,11.416
703.419,0.249,,0.979,62.994,16.95,11.416
703.484,0.468,,0.979,62.994,16.95,11.416
703.548,0.02,,0.979,62.994,16.95,11.422
703.613,-0.115,,0.979,58.994,16.95,11.446
703.677,-0.137,,0.979,58.994,16.95,11.452
703.742,-0.17,,0.979,58.994,16.95,11.476
703.806,-0.183,,0.979,58.994,16.95,11.542
703.871,-0.191,,0.979,58.994,16.95,11.62
703.935,-0.197,,0.979,58.994,16.95,11.71
704,-0.2,,0.979,58.994,16.95,11.804
704.065,-0.193,,0.979,58.994,16.95,11.9
704.129,-0.199,,0.979,58.994,16.95,11.996
704.194,0.268,,0.979,58.994,16.95,12.086
704.258,-0.207,,0.979,58.994,16.95,12.174
704.323,-0.082,,0.979,58.994,16.95,12.256
704.387,0.111,,0.979,60.994,16.95,12.338
704.452,0.425,,0.979,60.994,16.95,12.408
704.516,0.046,,0.979,60.994,16.95,12.468
704.581,-0.162,,0.979,60.994,16.95,12.522
704.645,-0.183,,0.979,60.994,16.95,12.54
704.71,-0.197,,0.979,60.994,16.95,12.564
704.774,-0.193,,0.979,60.994,16.95,12.586
704.839,-0.178,,0.979,60.994,16.95,12.6
704.903,-0.156,,0.979,60.994,16.95,12.584
704.968,-0.127,,0.979,60.994,16.95,12.53
705.032,0.506,,0.979,60.994,16.95,12.448
705.097,-0.305,,0.979,60.994,16.95,12.354
705.161,-0.02,,0.979,60.994,16.95,12.25
705.226,0.12,,0.979,60.994,16.95,12.158
705.29,0.439,,0.979,60.994,16.95,12.074
705.355,0.351,,0.979,60.994,16.95,11.998
705.419,-0.027,,0.979,60.994,16.95,11.93
705.484,-0.041,,0.979,67.993,16.95,11.866
705.548,-0.055,,0.979,67.993,16.95,11.78
705.613,-0.063,,0.979,67.993,16.95,11.704
705.677,-0.061,,0.979,67.993,16.95,11.644
705.742,-0.056,,0.979,67.993,16.95,11.596
705.806,-0.053,,0.979,67.993,16.95,11.562
705.871,-0.05,,0.979,67.993,16.95,11.536
705.935,-0.06,,0.979,67.993,16.95,11.52
706,0.45,,0.979,67.993,16.95,11.508
706.065,-0.07,,0.979,67.993,16.95,11.502
706.129,0.048,,0.979,67.993,16.95,11.498
706.194,0.21,,0.979,67.993,16.95,11.494
706.258,0.524,,0.979,67.993,16.95,11.49
706.323,0.212,,0.979,67.993,16.95,11.482
706.387,-0.045,,0.979,62.994,16.95,11.482
706.452,-0.056,,0.979,62.994,16.95,11.468
706.516,-0.084,,0.979,62.994,16.95,11.436
706.581,-0.098,,0.979,62.994,16.95,11.406
706.645,-0.115,,0.979,62.994,16.95,11.394
706.71,-0.12,,0.979,62.994,16.95,11.384
706.774,-0.128,,0.979,62.994,16.95,11.382
706.839,-0.137,,0.979,62.994,16.95,11.392
706.903,-0.133,,0.979,62.994,16.95,11.414
706.968,-0.058,,0.979,62.994,16.95,11.502
707.032,0.193,,0.979,62.994,16.95,11.508
707.097,-0.124,,0.979,62.994,16.95,11.586
707.161,-0.039,,0.979,62.994,16.95,11.674
707.226,0.173,,0.979,58.994,16.95,11.77
707.29,0.448,,0.979,58.994,16.95,11.86
707.355,0.004,,0.979,58.994,16.95,11.95
707.419,-0.158,,0.979,58.994,16.95,12.042
707.484,-0.182,,0.979,58.994,16.95,12.1
707.548,-0.208,,0.979,58.994,16.95,12.168
707.613,-0.216,,0.979,58.994,16.95,12.236
707.677,-0.217,,0.979,58.994,16.95,12.304
707.742,-0.22,,0.979,58.994,16.95,12.37
707.806,-0.192,,0.979,58.994,16.95,12.422
707.871,0.01,,0.979,58.994,16.95,12.478
707.935,0.045,,0.979,58.994,16.95,12.526
708,-0.119,,0.979,58.994,16.95,12.57
708.065,-0.003,,0.979,65.993,16.95,12.594
708.129,0.243,,0.979,65.993,16.95,12.578
708.194,0.465,,0.979,65.993,16.95,12.504
708.258,0.029,,0.979,65.993,16.95,12.408
708.323,-0.064,,0.979,65.993,16.95,12.314
708.387,-0.077,,0.979,65.993,16.95,12.186
708.452,-0.087,,0.979,65.993,16.95,12.062
708.516,-0.083,,0.979,65.993,16.95,11.95
708.581,-0.077,,0.979,65.993,16.95,11.858
708.645,-0.068,,0.979,65.993,16.95,11.79
708.71,-0.067,,0.979,65.993,16.95,11.734
708.774,-0.037,,0.979,65.993,16.95,11.684
708.839,0.591,,0.979,65.993,16.95,11.642
708.903,-0.234,,0.979,65.993,16.95,11.614
708.968,0.03,,0.979,65.993,16.95,11.59
709.032,0.146,,0.979,65.993,16.95,11.568
709.097,0.446,,0.979,65.993,16.95,11.55
709.161,0.421,,0.979,65.993,16.95,11.536
709.226,-0.002,,0.979,65.993,16.95,11.52
709.29,-0.034,,0.979,89.991,16.95,11.514
709.355,-0.049,,0.979,89.991,16.95,11.476
709.419,-0.066,,0.979,89.991,16.95,11.446
709.484,-0.066,,0.979,89.991,16.95,11.428
709.548,-0.065,,0.979,89.991,16.95,11.418
709.613,-0.063,,0.979,89.991,16.95,11.414
709.677,-0.061,,0.979,89.991,16.95,11.414
709.742,-0.063,,0.979,89.991,16.95,11.422
709.806,-0.046,,0.979,89.991,16.95,11.43
709.871,0.513,,0.979,89.991,16.95,11.438
709.935,-0.18,,0.979,89.991,16.95,11.442
710,0.024,,0.979,89.991,16.95,11.452
710.065,0.153,,0.979,89.991,16.95,11.458
710.129,0.458,,0.979,89.991,16.95,11.46
710.194,0.328,,0.979,89.991,16.95,11.462
710.258,-0.039,,0.979,89.991,16.95,11.468
710.323,-0.073,,0.979,89.991,16.95,11.468
710.387,-0.105,,0.979,89.991,16.95,11.442
710.452,-0.127,,0.979,89.991,16.95,11.424
710.516,-0.134,,0.979,89.991,16.95,11.428
710.581,-0.141,,0.979,89.991,16.95,11.458
710.645,-0.148,,0.979,89.991,16.95,11.504
710.71,-0.154,,0.979,89.991,16.95,11.568
710.774,-0.143,,0.979,89.991,16.95,11.634
710.839,-0.108,,0.979,89.991,16.95,11.71
710.903,0.224,,0.979,89.991,16.95,11.79
710.968,-0.142,,0.979,89.991,16.95,11.872
711.032,-0.048,,0.979,89.991,16.95,11.956
711.097,0.158,,0.978,89.991,16.95,12.038
711.161,0.451,,0.979,89.991,16.95,12.12
711.226,0.022,,0.979,89.991,16.95,12.194
711.29,-0.156,,0.978,89.991,16.95,12.26
711.355,-0.184,,0.978,89.991,16.95,12.294
711.419,-0.211,,0.979,89.991,16.95,12.332
711.484,-0.22,,0.978,89.991,16.95,12.372
711.548,-0.221,,0.977,89.991,16.95,12.416
711.613,-0.214,,0.979,89.991,16.95,12.46
711.677,-0.181,,0.979,89.991,16.95,12.504
711.742,0.325,,0.978,89.991,16.95,12.542
711.806,-0.26,,0.979,89.991,16.95,12.574
711.871,-0.107,,0.979,89.991,16.95,12.58
711.935,0.015,,0.979,66.993,16.95,12.55
712,0.296,,0.979,66.993,16.95,12.498
712.065,0.063,,0.977,66.993,16.95,12.432
712.129,-0.079,,0.977,66.993,16.95,12.36
712.194,-0.098,,0.978,66.993,16.95,12.278
712.258,-0.111,,0.978,66.993,16.95,12.176
712.323,-0.119,,0.978,66.993,16.95,12.078
712.387,-0.111,,0.978,66.993,16.95,11.95
712.452,-0.101,,0.977,66.993,16.95,11.948
712.516,-0.09,,0.977,66.993,16.95,11.898
712.581,-0.058,,0.978,66.993,16.95,11.85
712.645,0.434,,0.977,66.993,16.95,11.802
712.71,-0.123,,0.977,66.993,16.95,11.762
712.774,-0.006,,0.979,66.993,16.95,11.724
712.839,0.096,,0.977,66.993,16.93,11.688
712.903,0.371,,0.977,66.993,16.93,11.652
712.968,0.484,,0.977,66.993,16.93,11.624
713.032,0.006,,0.977,66.993,16.93,11.602
713.097,-0.052,,0.977,65.993,16.93,11.59
713.161,-0.06,,0.977,65.993,16.93,11.548
713.226,-0.08,,0.977,65.993,16.95,11.512
713.29,-0.08,,0.977,65.993,16.95,11.488
713.355,-0.078,,0.977,65.993,16.93,11.474
713.419,-0.072,,0.977,65.993,16.92,11.468
713.484,-0.063,,0.977,65.993,16.93,11.468
713.548,-0.045,,0.977,65.993,16.93,11.474
713.613,0.51,,0.977,65.993,16.93,11.482
713.677,-0.202,,0.977,65.993,16.92,11.486
713.742,-0.004,,0.977,65.993,16.92,11.49
713.806,0.096,,0.977,65.993,16.93,11.49
713.871,0.366,,0.977,65.993,16.92,11.49
713.935,0.448,,0.977,65.993,16.92,11.486
714,-0.049,,0.977,65.993,16.92,11.482
714.065,-0.09,,0.977,61.994,16.93,11.488
714.129,-0.111,,0.977,61.994,16.93,11.466
714.194,-0.142,,0.977,61.994,16.93,11.462
714.258,-0.155,,0.978,61.994,16.93,11.488
714.323,-0.165,,0.978,61.994,16.93,11.59
714.387,-0.172,,0.977,61.994,16.93,11.594
714.452,-0.152,,0.977,61.994,16.93,11.666
714.516,-0.013,,0.977,61.994,16.93,11.746
714.581,0.076,,0.977,61.994,16.93,11.836
714.645,-0.151,,0.977,61.994,16.93,11.926
714.71,-0.055,,0.977,61.994,16.93,12.014
714.774,0.183,,0.977,64.994,16.93,12.1
714.839,0.427,,0.977,64.994,16.93,12.178
714.903,-0.061,,0.977,64.994,16.93,12.248
714.968,-0.181,,0.977,64.994,16.93,12.318
715.032,-0.203,,0.977,64.994,16.93,12.354
715.097,-0.227,,0.977,64.994,16.93,12.396
715.161,-0.237,,0.977,64.994,16.93,12.444
715.226,-0.231,,0.977,64.994,16.93,12.492
715.29,-0.194,,0.977,64.994,16.93,12.54
715.355,-0.377,,0.977,64.994,16.93,12.582
715.419,-0.369,,0.977,64.994,16.93,12.622
715.484,-0.129,,0.977,64.994,16.93,12.638
715.548,-0.01,,0.977,64.994,16.93,12.598
715.613,0.248,,0.978,64.994,16.93,12.516
715.677,0.435,,0.978,64.994,16.93,12.35
715.742,-0.021,,0.978,64.994,16.93,12.344
715.806,-0.092,,0.977,64.994,16.93,12.244
715.871,-0.101,,0.977,64.994,16.93,12.118
715.935,-0.112,,0.977,64.994,16.93,12.01
716,-0.107,,0.977,64.994,16.93,11.924
716.065,-0.099,,0.977,64.994,16.93,11.856
716.129,-0.09,,0.977,64.994,16.93,11.806
716.194,-0.075,,0.977,64.994,16.93,11.754
716.258,-0.061,,0.977,64.994,16.93,11.704
716.323,0.558,,0.977,64.994,16.93,11.658
716.387,-0.237,,0.977,64.994,16.93,11.62
716.452,0.01,,0.977,64.994,16.93,11.588
716.516,0.136,,0.977,64.994,16.93,11.566
716.581,0.455,,0.977,64.994,16.93,11.548
716.645,0.368,,0.977,64.994,16.93,11.534
716.71,-0.036,,0.977,64.994,16.93,11.524
716.774,-0.052,,0.977,64.994,16.93,11.516
716.839,-0.065,,0.977,64.994,16.93,11.48
716.903,-0.08,,0.977,64.994,16.93,11.45
716.968,-0.08,,0.977,64.994,16.93,11.434
717.032,-0.079,,0.977,64.994,16.93,11.418
717.097,-0.077,,0.977,64.994,16.93,11.418
717.161,-0.079,,0.977,64.994,16.93,11.414
717.226,-0.068,,0.977,64.994,16.93,11.416
717.29,0.001,,0.977,64.994,16.93,11.416
717.355,0.247,,0.977,64.994,16.93,11.42
717.419,-0.075,,0.977,64.994,16.93,11.42
717.484,0.001,,0.977,64.994,16.93,11.434
717.548,0.206,,0.977,59.994,16.93,11.46
717.613,0.464,,0.977,59.994,16.93,11.504
717.677,0.003,,0.977,59.994,16.93,11.564
717.742,-0.15,,0.977,59.994,16.93,11.644
717.806,-0.163,,0.977,59.994,16.93,11.698
717.871,-0.193,,0.977,59.994,16.93,11.758
717.935,-0.205,,0.977,59.994,16.93,11.828
718,-0.209,,0.977,59.994,16.93,11.902
718.065,-0.213,,0.977,59.994,16.93,11.978
718.129,-0.217,,0.977,59.994,16.93,12.048
718.194,-0.197,,0.977,59.994,16.93,12.126
718.258,0.425,,0.977,59.994,16.93,12.198
718.323,-0.4,,0.977,59.994,16.93,12.264
718.387,-0.129,,0.977,59.994,16.93,12.33
718.452,0.001,,0.977,62.994,16.93,12.392
718.516,0.323,,0.977,62.994,16.93,12.454
718.581,0.281,,0.977,62.994,16.93,12.506
718.645,-0.129,,0.977,62.994,16.93,12.56
718.71,-0.152,,0.977,62.994,16.93,12.588
718.774,-0.166,,0.977,62.994,16.93,12.594
718.839,-0.164,,0.977,62.994,16.93,12.582
718.903,-0.151,,0.977,62.994,16.93,12.53
718.968,-0.124,,0.977,62.994,16.93,12.45
719.032,-0.105,,0.977,62.994,16.93,12.372
719.097,0.514,,0.977,62.994,16.93,12.29
719.161,-0.252,,0.977,62.994,16.93,12.206
719.226,0.007,,0.977,62.994,16.93,12.128
719.29,0.153,,0.977,62.994,16.93,12.056
719.355,0.49,,0.977,62.994,16.93,11.992
719.419,0.311,,0.977,62.994,16.93,11.928
719.484,-0.034,,0.977,62.994,16.93,11.872
719.548,-0.032,,0.977,71.993,16.93,11.814
719.613,-0.043,,0.977,71.993,16.93,11.728
719.677,-0.051,,0.977,71.993,16.93,11.656
719.742,-0.048,,0.977,71.993,16.93,11.606
719.806,-0.045,,0.977,71.993,16.93,11.56
719.871,-0.041,,0.977,71.993,16.92,11.534
719.935,-0.029,,0.977,71.993,16.92,11.514
720,-0.036,,0.977,71.993,16.93,11.5
720.065,0.427,,0.977,71.993,16.93,11.488
720.129,-0.012,,0.977,71.993,16.92,11.482
720.194,0.079,,0.977,71.993,16.93,11.48
720.258,0.266,,0.977,71.993,16.93,11.478
720.323,0.565,,0.977,71.993,16.93,11.474
720.387,0.163,,0.977,71.993,16.93,11.468
720.452,-0.034,,0.977,62.994,16.93,11.466
720.516,-0.043,,0.977,62.994,16.93,11.448
720.581,-0.076,,0.977,62.994,16.93,11.418
720.645,-0.096,,0.977,62.994,16.93,11.396
720.71,-0.109,,0.977,62.994,16.93,11.386
720.774,-0.119,,0.977,62.994,16.92,11.386
720.839,-0.131,,0.977,62.994,16.92,11.394
720.903,-0.143,,0.977,62.994,16.93,11.434
720.968,-0.151,,0.977,62.994,16.93,11.492
721.032,-0.153,,0.977,62.994,16.93,11.562
721.097,-0.121,,0.977,62.994,16.93,11.644
721.161,-0.148,,0.977,62.994,16.93,11.736
721.226,-0.081,,0.977,62.994,16.93,11.832
721.29,0.072,,0.977,62.994,16.93,11.924
721.355,0.412,,0.977,62.994,16.93,12.014
721.419,0.159,,0.977,62.994,16.93,12.168
721.484,-0.156,,0.977,62.994,16.93,12.174
721.548,-0.177,,0.977,62.994,16.93,12.224
721.613,-0.206,,0.977,62.994,16.93,12.274
721.677,-0.22,,0.977,62.994,16.93,12.324
721.742,-0.222,,0.977,62.994,16.93,12.384
721.806,-0.217,,0.977,62.994,16.93,12.442
721.871,-0.208,,0.977,62.994,16.93,12.492
721.935,-0.172,,0.977,62.994,16.93,12.538
722,0.355,,0.977,62.994,16.93,12.584
722.065,-0.244,,0.977,62.994,16.93,12.61
722.129,-0.083,,0.977,62.994,16.93,12.586
722.194,0.036,,0.977,62.994,16.93,12.526
722.258,0.318,,0.977,62.994,16.93,12.452
722.323,0.435,,0.977,62.994,16.93,12.364
722.387,-0.011,,0.977,62.994,16.93,12.274
722.452,-0.058,,0.977,62.994,16.93,12.186
722.516,-0.068,,0.977,62.994,16.93,12.066
722.581,-0.077,,0.977,62.994,16.93,11.956
722.645,-0.071,,0.977,62.994,16.93,11.864
722.71,-0.064,,0.977,62.994,16.93,11.796
722.774,-0.057,,0.977,62.994,16.93,11.75
722.839,-0.056,,0.977,62.994,16.92,11.706
722.903,-0.027,,0.977,62.994,16.92,11.666
722.968,0.606,,0.977,62.994,16.92,11.632
723.032,-0.227,,0.977,62.994,16.92,11.602
723.097,0.036,,0.977,62.994,16.92,11.58
723.161,0.149,,0.977,62.994,16.92,11.56
723.226,0.451,,0.977,62.994,16.92,11.54
723.29,0.442,,0.977,62.994,16.93,11.524
723.355,0,,0.977,62.994,16.92,11.516
723.419,-0.031,,0.977,61.994,16.93,11.512
723.484,-0.041,,0.977,61.994,16.93,11.472
723.548,-0.059,,0.977,61.994,16.93,11.44
723.613,-0.059,,0.977,61.994,16.93,11.426
723.677,-0.058,,0.977,61.994,16.93,11.416
723.742,-0.056,,0.977,61.994,16.92,11.412
723.806,-0.052,,0.977,61.994,16.93,11.41
723.871,-0.057,,0.977,61.994,16.93,11.416
723.935,-0.031,,0.977,61.994,16.93,11.418
724,0.584,,0.977,61.994,16.93,11.424
724.065,-0.239,,0.977,61.994,16.93,11.426
724.129,0.095,,0.977,61.994,16.93,11.432
724.194,0.155,,0.977,61.994,16.93,11.434
724.258,0.389,,0.977,61.994,16.93,11.438
724.323,0.401,,0.977,61.994,16.93,11.442
724.387,-0.045,,0.977,61.994,16.93,11.458
724.452,-0.096,,0.977,57.994,16.93,11.504
724.516,-0.125,,0.976,57.994,16.93,11.506
724.581,-0.152,,0.977,57.994,16.93,11.544
724.645,-0.163,,0.977,57.994,16.93,11.602
724.71,-0.169,,0.977,57.994,16.93,11.666
724.774,-0.176,,0.977,57.994,16.93,11.736
724.839,-0.185,,0.976,57.994,16.93,11.816
724.903,-0.168,,0.975,57.994,16.93,11.898
724.968,0.334,,0.976,57.994,16.93,11.976
725.032,-0.274,,0.977,57.994,16.93,12.052
725.097,-0.133,,0.975,57.994,16.93,12.128
725.161,-0.027,,0.977,60.994,16.93,12.204
725.226,0.245,,0.976,60.994,16.93,12.276
725.29,0.392,,0.976,60.994,16.92,12.346
725.355,-0.089,,0.975,60.994,16.93,12.414
725.419,-0.167,,0.976,60.994,16.92,12.464
725.484,-0.19,,0.977,60.994,16.93,12.492
725.548,-0.198,,0.977,60.994,16.93,12.522
725.613,-0.187,,0.977,60.994,16.93,12.558
725.677,-0.172,,0.977,60.994,16.93,12.576
725.742,-0.133,,0.977,60.994,16.92,12.564
725.806,0.106,,0.977,60.994,16.93,12.504
725.871,0.058,,0.975,60.994,16.93,12.428
725.935,-0.069,,0.975,60.994,16.93,12.336
726,0.043,,0.975,69.993,16.93,12.242
726.065,0.294,,0.976,69.993,16.93,12.16
726.129,0.498,,0.975,69.993,16.93,12.084
726.194,0.031,,0.975,69.993,16.93,12.016
726.258,-0.05,,0.975,69.993,16.93,11.958
726.323,-0.057,,0.975,69.993,16.92,11.876
726.387,-0.07,,0.977,69.993,16.92,11.794
726.452,-0.067,,0.977,69.993,16.92,11.726
726.516,-0.061,,0.976,69.993,16.92,11.672
726.581,-0.054,,0.976,69.993,16.92,11.634
726.645,-0.029,,0.976,69.993,16.92,11.6
726.71,0.087,,0.976,69.993,16.92,11.578
726.774,0.264,,0.975,69.993,16.92,11.554
726.839,-0.004,,0.976,69.993,16.92,11.542
726.903,0.085,,0.976,69.993,16.92,11.532
726.968,0.303,,0.976,69.993,16.92,11.524
727.032,0.548,,0.977,69.993,16.92,11.518
727.097,0.102,,0.976,69.993,16.92,11.506
727.161,-0.031,,0.977,64.994,16.92,11.51
727.226,-0.038,,0.977,64.994,16.92,11.486
727.29,-0.062,,0.976,64.994,16.92,11.456
727.355,-0.066,,0.977,64.994,16.92,11.434
727.419,-0.064,,0.975,64.994,16.92,11.426
727.484,-0.062,,0.976,64.994,16.92,11.422
727.548,-0.058,,0.977,64.994,16.92,11.42
727.613,-0.053,,0.976,64.994,16.92,11.426
727.677,-0.062,,0.975,64.994,16.92,11.434
727.742,0.427,,0.975,64.994,16.92,11.444
727.806,-0.066,,0.976,64.994,16.92,11.448
727.871,0.034,,0.976,64.994,16.92,11.454
727.935,0.186,,0.976,64.994,16.92,11.456
728,0.489,,0.976,64.994,16.92,11.46
728.065,0.174,,0.976,64.994,16.92,11.464
728.129,-0.084,,0.977,59.994,16.92,11.49
728.194,-0.108,,0.976,59.994,16.92,11.51
728.258,-0.143,,0.976,59.994,16.92,11.528
728.323,-0.16,,0.976,59.994,16.91,11.572
728.387,-0.168,,0.975,59.994,16.91,11.634
728.452,-0.176,,0.977,59.994,16.92,11.7
728.516,-0.179,,0.975,59.994,16.92,11.774
728.581,-0.17,,0.975,59.994,16.92,11.856
728.645,0.401,,0.975,59.994,16.92,11.94
728.71,-0.333,,0.975,59.994,16.91,12.02
728.774,-0.101,,0.975,59.994,16.9,12.088
728.839,0.042,,0.975,64.994,16.9,12.158
728.903,0.373,,0.975,64.994,16.9,12.228
728.968,0.206,,0.975,64.994,16.91,12.296
729.032,-0.149,,0.975,64.994,16.91,12.364
729.097,-0.175,,0.975,64.994,16.91,12.4
729.161,-0.201,,0.975,64.994,16.91,12.432
729.226,-0.207,,0.975,64.994,16.91,12.464
729.29,-0.197,,0.975,64.994,16.91,12.496
729.355,-0.161,,0.975,64.994,16.91,12.528
729.419,0.259,,0.975,64.994,16.91,12.542
729.484,-0.142,,0.975,64.994,16.91,12.514
729.548,-0.081,,0.975,64.994,16.91,12.448
729.613,0.036,,0.975,73.993,16.92,12.368
729.677,0.312,,0.975,73.993,16.92,12.282
729.742,0.428,,0.975,73.993,16.91,12.198
729.806,-0.023,,0.975,73.993,16.91,12.122
729.871,-0.069,,0.975,73.993,16.91,12.052
729.935,-0.079,,0.975,73.993,16.91,11.95
730,-0.093,,0.975,73.993,16.92,11.852
730.065,-0.09,,0.975,73.993,16.91,11.772
730.129,-0.086,,0.975,73.993,16.91,11.71
730.194,-0.077,,0.975,73.993,16.91,11.664
730.258,-0.06,,0.975,73.993,16.91,11.632
730.323,0.571,,0.975,73.993,16.91,11.604
730.387,-0.263,,0.975,73.993,16.92,11.58
730.452,0,,0.975,73.993,16.92,11.564
730.516,0.111,,0.975,66.993,16.92,11.554
730.581,0.412,,0.975,66.993,16.92,11.544
730.645,0.389,,0.975,66.993,16.92,11.536
730.71,-0.038,,0.975,66.993,16.92,11.528
730.774,-0.064,,0.975,66.993,16.92,11.524
730.839,-0.077,,0.975,66.993,16.92,11.488
730.903,-0.094,,0.975,66.993,16.92,11.458
730.968,-0.095,,0.975,66.993,16.92,11.44
731.032,-0.095,,0.975,66.993,16.92,11.43
731.097,-0.093,,0.975,66.993,16.92,11.426
731.161,-0.091,,0.975,66.993,16.92,11.426
731.226,-0.095,,0.975,66.993,16.92,11.434
731.29,-0.072,,0.975,66.993,16.92,11.442
731.355,0.526,,0.975,66.993,16.92,11.45
731.419,-0.254,,0.975,66.993,16.92,11.454
731.484,-0.012,,0.975,66.993,16.92,11.462
731.548,0.101,,0.975,57.994,16.92,11.466
731.613,0.392,,0.975,57.994,16.92,11.47
731.677,0.341,,0.975,57.994,16.92,11.474
731.742,-0.067,,0.975,57.994,16.92,11.478
731.806,-0.103,,0.975,57.994,16.92,11.484
731.871,-0.129,,0.975,57.994,16.92,11.466
731.935,-0.154,,0.975,57.994,16.92,11.468
732,-0.161,,0.975,57.994,16.92,11.49
732.065,-0.167,,0.975,57.994,16.92,11.532
732.129,-0.17,,0.975,57.994,16.92,11.582
732.194,-0.174,,0.975,57.994,16.92,11.634
732.258,-0.161,,0.975,57.994,16.92,11.694
732.323,-0.079,,0.975,57.994,16.92,11.758
732.387,0.159,,0.975,57.994,16.92,11.83
732.452,-0.148,,0.975,57.994,16.92,11.9
732.516,-0.056,,0.975,57.994,16.92,11.97
732.581,0.16,,0.975,59.994,16.92,12.038
732.645,0.438,,0.975,59.994,16.92,12.108
732.71,-0.01,,0.975,59.994,16.92,12.168
732.774,-0.166,,0.975,59.994,16.92,12.23
732.839,-0.186,,0.975,59.994,16.92,12.26
732.903,-0.213,,0.975,59.994,16.92,12.298
732.968,-0.218,,0.975,59.994,16.92,12.338
733.032,-0.216,,0.975,59.994,16.92,12.38
733.097,-0.206,,0.975,59.994,16.92,12.424
733.161,-0.17,,0.975,59.994,16.92,12.466
733.226,0.292,,0.975,59.994,16.92,12.5
733.29,-0.21,,0.975,59.994,16.91,12.514
733.355,-0.1,,0.975,59.994,16.92,12.504
733.419,0.016,,0.975,66.993,16.92,12.466
733.484,0.293,,0.975,66.993,16.92,12.408
733.548,0.425,,0.975,66.993,16.92,12.332
733.613,-0.051,,0.975,66.993,16.92,12.258
733.677,-0.088,,0.975,66.993,16.92,12.182
733.742,-0.1,,0.975,66.993,16.92,12.086
