Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
425.032,-0.046,0.145,3.195,6.847,75,10.12,36.21
425.097,-0.045,0.166,3.194,6.849,75,10.12,36.14
425.161,-0.058,0.145,3.193,6.849,75,10.12,36
425.226,-0.073,0.145,3.198,6.85,75,10.13,36.04
425.29,-0.05,0.124,3.197,6.85,75,10.13,36
425.355,-0.029,0.124,3.197,6.847,75,10.13,35.98
425.419,-0.089,0.186,3.197,6.849,75,10.13,36.01
425.484,0.387,0.477,3.194,6.85,75,10.13,35.98
425.548,-0.054,0.145,3.192,6.845,75,10.13,36.01
425.613,-0.016,0.166,3.192,6.846,75,10.12,36.02
425.677,0.103,0.145,3.192,6.85,68,10.12,35.97
425.742,0.228,0.124,3.189,6.845,68,10.12,36.03
425.806,-0.01,0.145,3.188,6.842,68,10.15,36.04
425.871,-0.045,0.166,3.19,6.844,68,10.17,35.88
425.935,-0.029,0.104,3.193,6.845,68,10.17,35.82
426,-0.038,0.124,3.192,6.842,68,10.17,35.77
426.065,-0.058,0.166,3.193,6.845,68,10.15,35.87
426.129,-0.063,0.104,3.195,6.847,68,10.12,35.74
426.194,-0.066,0.145,3.192,6.842,68,10.12,35.83
426.258,-0.059,0.249,3.193,6.84,68,10.11,35.87
426.323,-0.051,0.166,3.197,6.846,68,10.13,35.9
426.387,-0.061,0.29,3.195,6.84,68,10.15,35.98
426.452,0.345,0.497,3.197,6.841,68,10.15,35.86
426.516,-0.055,0.58,3.193,6.835,68,10.15,35.94
426.581,-0.021,0.249,3.19,6.827,68,10.16,36.17
426.645,0.121,0.166,3.187,6.825,62,10.15,36.14
426.71,0.223,0.331,3.187,6.821,62,10.12,36.39
426.774,-0.027,0.414,3.177,6.817,62,10.12,36.78
426.839,-0.058,0.331,3.17,6.814,62,10.12,36.95
426.903,-0.056,0.311,3.174,6.816,62,10.11,37.33
426.968,-0.062,0.269,3.182,6.812,62,10.1,37.55
427.032,-0.043,0.207,3.187,6.809,62,10.1,37.63
427.097,-0.033,0.249,3.189,6.806,62,10.12,37.78
427.161,0.066,0.642,3.187,6.804,62,10.17,37.9
427.226,0.2,0.414,3.177,6.804,62,10.18,38.11
427.29,-0.029,0.207,3.158,6.804,62,10.17,37.99
427.355,0.009,0.394,3.137,6.8,78,10.13,38.2
427.419,0.158,0.249,3.126,6.803,78,10.12,38.35
427.484,0.177,0.186,3.127,6.8,78,10.12,38.12
427.548,-0.053,0.186,3.152,6.798,78,10.12,38.36
427.613,-0.067,0.435,3.188,6.799,78,10.12,38.1
427.677,-0.065,0.352,3.195,6.793,78,10.11,37.83
427.742,-0.077,0.331,3.197,6.792,78,10.11,37.54
427.806,-0.075,0.518,3.193,6.79,78,10.1,37.42
427.871,-0.067,0.642,3.187,6.786,78,10.11,37.21
427.935,-0.111,0.394,3.177,6.783,78,10.1,37
428,0.365,0.704,3.172,6.78,78,10.1,36.95
428.065,-0.074,0.435,3.168,6.765,78,10.1,36.93
428.129,-0.027,0.29,3.161,6.709,78,10.1,36.88
428.194,0.097,0.394,3.156,6.68,75,10.11,36.88
428.258,0.207,0.269,3.153,6.661,75,10.1,36.95
428.323,-0.038,0.352,3.151,6.647,75,10.11,36.91
428.387,-0.062,0.331,3.147,6.648,75,10.11,36.79
428.452,-0.061,0.352,3.148,6.65,75,10.1,36.68
428.516,-0.077,0.497,3.143,6.651,75,10.1,36.68
428.581,-0.091,0.29,3.141,6.661,75,10.1,36.58
428.645,-0.089,0.331,3.136,6.676,75,10.1,36.48
428.71,-0.077,0.394,3.135,6.693,75,10.11,36.62
428.774,-0.022,0.414,3.133,6.729,75,10.11,36.52
428.839,-0.06,0.373,3.132,6.797,75,10.11,36.5
428.903,0.432,0.559,3.132,6.87,75,10.1,36.42
428.968,-0.018,0.269,3.136,6.954,75,10.1,36.51
429.032,0.02,0.497,3.138,7.036,75,10.1,36.58
429.097,0.132,0.518,3.147,7.124,75,10.1,36.84
429.161,0.289,0.311,3.157,7.21,75,10.11,36.69
429.226,0.06,0.311,3.168,7.295,75,10.1,36.63
429.29,0.006,0.414,3.182,7.383,65,10.11,36.77
429.355,0.007,0.477,3.197,7.468,65,10.1,36.85
429.419,-0.012,0.249,3.217,7.553,65,10.1,36.67
429.484,-0.026,0.311,3.234,7.638,65,10.11,36.18
429.548,-0.001,0.352,3.254,7.719,65,10.12,36.24
429.613,0,0.477,3.279,7.796,65,10.12,36.57
429.677,-0.049,0.539,3.308,7.869,65,10.12,36.7
429.742,0.37,0.559,3.342,7.947,65,10.12,36.75
429.806,-0.036,0.435,3.379,8.023,65,10.12,36.94
429.871,-0.025,0.435,3.454,8.146,65,10.13,37.07
429.935,0.051,0.414,3.458,8.155,69,10.13,37.1
430,0.231,0.435,3.494,8.215,69,10.13,37.36
430.065,0.078,0.352,3.529,8.268,69,10.13,37.41
430.129,-0.065,0.559,3.565,8.318,69,10.13,37.38
430.194,-0.06,0.331,3.601,8.364,69,10.15,37.58
430.258,-0.078,0.269,3.637,8.4,69,10.16,37.73
430.323,-0.06,0.269,3.674,8.437,69,10.17,37.7
430.387,-0.061,0.394,3.705,8.477,69,10.18,37.76
430.452,-0.015,0.518,3.73,8.507,69,10.18,38.07
430.516,0.203,0.704,3.752,8.523,69,10.17,38.19
430.581,-0.071,0.746,3.77,8.536,69,10.16,38.16
430.645,-0.023,0.746,3.785,8.549,69,10.15,38.29
430.71,0.117,0.932,3.799,8.554,81,10.16,38.4
430.774,0.146,0.58,3.81,8.555,81,10.16,38.36
430.839,-0.072,0.497,3.823,8.554,81,10.15,38.33
430.903,-0.083,0.456,3.837,8.546,81,10.16,38.48
430.968,-0.087,0.456,3.849,8.536,81,10.17,38.32
431.032,-0.101,0.477,3.848,8.525,81,10.16,37.97
431.097,-0.061,0.456,3.84,8.513,81,10.13,37.99
431.161,-0.112,0.352,3.834,8.495,81,10.12,37.77
431.226,0.316,0.725,3.829,8.48,81,10.12,37.42
431.29,-0.102,0.394,3.823,8.463,81,10.12,36.97
431.355,-0.084,0.539,3.821,8.445,81,10.12,36.85
431.419,-0.01,0.497,3.817,8.425,80,10.12,36.77
431.484,0.169,0.394,3.814,8.405,80,10.11,36.68
431.548,0.033,0.497,3.807,8.383,80,10.12,36.65
431.613,-0.098,0.373,3.802,8.363,80,10.12,36.54
431.677,-0.096,0.497,3.799,8.341,80,10.12,36.46
431.742,-0.103,0.414,3.796,8.32,80,10.12,36.46
431.806,-0.11,0.601,3.794,8.3,80,10.11,36.37
431.871,-0.085,0.497,3.79,8.282,80,10.11,36.19
431.935,-0.097,0.477,3.785,8.263,80,10.11,36.28
432,0.016,0.497,3.776,8.243,80,10.11,36.34
432.065,0.248,0.539,3.77,8.224,80,10.1,36.39
432.129,-0.075,0.456,3.765,8.207,80,10.12,36.45
432.194,-0.026,0.787,3.757,8.192,80,10.16,36.42
432.258,0.132,0.435,3.754,8.177,75,10.15,36.45
432.323,0.16,0.435,3.75,8.166,75,10.12,36.53
432.387,-0.061,0.394,3.743,8.157,75,10.12,36.49
432.452,-0.067,0.29,3.737,8.151,75,10.11,36.22
432.516,-0.065,0.539,3.732,8.149,75,10.1,36.36
432.581,-0.087,0.704,3.727,8.149,75,10.11,36.57
432.645,-0.097,0.746,3.72,8.15,75,10.1,36.32
432.71,-0.083,0.539,3.716,8.156,75,10.1,35.7
432.774,-0.031,0.704,3.715,8.163,75,10.1,36.34
432.839,-0.108,0.539,3.712,8.173,75,10.11,36.24
432.903,0.345,0.642,3.708,8.183,75,10.13,35.94
432.968,-0.077,0.539,3.705,8.195,75,10.13,36.05
433.032,-0.048,0.394,3.704,8.212,75,10.13,36.35
433.097,0.052,0.497,3.703,8.224,69,10.12,36.59
433.161,0.199,0.642,3.704,8.235,69,10.11,35.73
433.226,-0.028,0.601,3.707,8.244,69,10.11,35.81
433.29,-0.084,0.456,3.71,8.252,69,10.12,36.62
433.355,-0.078,0.311,3.713,8.26,69,10.11,36.99
433.419,-0.096,0.497,3.717,8.267,69,10.1,36.89
433.484,-0.101,0.477,3.722,8.273,69,10.08,36.69
433.548,-0.057,0.414,3.727,8.277,69,10.08,37.44
433.613,-0.127,0.539,3.729,8.279,69,10.1,37.89
433.677,0.273,0.477,3.731,8.281,69,10.1,37.84
433.742,-0.098,0.331,3.731,8.278,69,10.11,37.88
433.806,-0.066,0.352,3.734,8.277,69,10.1,38.28
433.871,0.029,0.29,3.732,8.274,77,10.11,38.51
433.935,0.19,0.394,3.727,8.269,77,10.11,38.61
434,-0.014,0.124,3.725,8.262,77,10.1,38.68
434.065,-0.087,0.228,3.724,8.255,77,10.1,38.82
434.129,-0.075,0.394,3.724,8.248,77,10.08,38.89
434.194,-0.082,0.518,3.726,8.239,77,10.08,38.94
434.258,-0.06,0.394,3.725,8.23,77,10.11,38.83
434.323,-0.112,0.331,3.724,8.22,77,10.11,38.69
434.387,0.31,0.642,3.72,8.208,77,10.1,38.56
434.452,-0.097,0.29,3.717,8.198,77,10.1,38.43
434.516,-0.063,0.352,3.713,8.186,77,10.1,38.27
434.581,0.032,0.622,3.708,8.173,84,10.11,38.32
434.645,0.189,0.477,3.705,8.16,84,10.12,38.02
434.71,-0.066,0.477,3.702,8.148,84,10.11,37.79
434.774,-0.103,0.497,3.698,8.135,84,10.1,37.43
434.839,-0.097,0.414,3.693,8.122,84,10.1,37.47
434.903,-0.109,0.331,3.688,8.109,84,10.1,37.48
434.968,-0.101,0.477,3.683,8.095,84,10.1,37.26
435.032,-0.073,0.456,3.669,8.069,84,10.08,36.73
435.097,-0.14,0.352,3.669,8.068,84,10.1,36.72
435.161,0.345,0.704,3.663,8.054,84,10.1,36.63
435.226,-0.104,0.477,3.659,8.039,84,10.1,36.64
435.29,-0.071,0.311,3.655,8.026,84,10.11,36.74
435.355,0.041,0.435,3.649,8.011,78,10.12,36.62
435.419,0.178,0.373,3.643,7.996,78,10.12,36.53
435.484,-0.057,0.311,3.635,7.981,78,10.13,36.56
435.548,-0.096,0.311,3.63,7.968,78,10.12,36.45
435.613,-0.096,0.456,3.626,7.954,78,10.12,36.39
435.677,-0.11,0.373,3.619,7.942,78,10.12,36.46
435.742,-0.11,0.352,3.613,7.93,78,10.12,36.34
435.806,-0.113,0.207,3.607,7.919,78,10.12,36.33
435.871,-0.07,0.394,3.601,7.907,78,10.11,36.44
435.935,-0.108,0.435,3.596,7.899,78,10.1,36.09
436,0.336,0.58,3.591,7.89,78,10.1,36.15
436.065,-0.085,0.331,3.586,7.879,78,10.11,36.44
436.129,-0.062,0.207,3.58,7.87,78,10.12,36.11
436.194,0.016,0.311,3.576,7.86,70,10.11,36.19
436.258,0.188,0.29,3.571,7.852,70,10.11,36.44
436.323,0.032,0.29,3.566,7.843,70,10.1,36.37
436.387,-0.073,0.331,3.561,7.835,70,10.1,36.04
436.452,-0.072,0.29,3.553,7.827,70,10.1,36.09
436.516,-0.087,0.269,3.552,7.818,70,10.12,36.16
436.581,-0.098,0.373,3.55,7.81,70,10.11,35.8
436.645,-0.108,0.414,3.547,7.802,70,10.1,35.83
436.71,-0.073,0.311,3.543,7.795,70,10.1,36.1
436.774,-0.101,0.228,3.54,7.788,70,10.1,35.9
436.839,0.243,0.414,3.536,7.78,70,10.1,35.93
436.903,-0.019,0.435,3.534,7.773,70,10.1,35.93
436.968,-0.089,0.394,3.53,7.766,70,10.1,35.7
437.032,-0.027,0.249,3.526,7.758,70,10.1,35.67
437.097,0.138,0.29,3.524,7.752,70,10.1,35.93
437.161,0.09,0.269,3.519,7.745,70,10.1,36.05
437.226,-0.091,0.331,3.514,7.737,70,10.1,36.01
437.29,-0.096,0.269,3.511,7.731,70,10.1,36
437.355,-0.102,0.29,3.506,7.723,70,10.1,36.05
437.419,-0.098,0.207,3.504,7.716,70,10.1,35.99
437.484,-0.084,0.186,3.5,7.71,70,10.1,36.07
437.548,-0.096,0.166,3.496,7.703,70,10.1,36.15
437.613,-0.108,0.249,3.491,7.697,70,10.1,36.2
437.677,0.266,0.477,3.489,7.691,70,10.1,36.39
437.742,-0.093,0.249,3.484,7.679,70,10.08,36.66
437.806,-0.044,0.373,3.484,7.679,70,10.1,36.65
437.871,0.1,0.331,3.481,7.673,75,10.1,36.8
437.935,0.164,0.269,3.48,7.668,75,10.1,36.94
438,-0.069,0.29,3.476,7.665,75,10.1,37.05
438.065,-0.085,0.29,3.474,7.667,75,10.1,37.17
438.129,-0.082,0.373,3.47,7.67,75,10.11,37.27
438.194,-0.094,0.29,3.47,7.68,75,10.1,37.39
438.258,-0.057,0.808,3.468,7.695,75,10.1,37.47
438.323,-0.119,1.057,3.465,7.716,75,10.11,37.54
438.387,0.289,1.367,3.464,7.741,75,10.11,37.67
438.452,-0.097,0.58,3.463,7.772,75,10.11,37.72
438.516,-0.057,0.787,3.463,7.807,75,10.11,37.63
438.581,0.036,0.663,3.464,7.844,81,10.11,37.47
438.645,0.183,0.311,3.466,7.883,81,10.11,37.52
438.71,-0.031,0.456,3.471,7.923,81,10.11,37.7
438.774,-0.1,0.497,3.477,7.962,81,10.11,37.7
438.839,-0.09,0.373,3.487,8.002,81,10.11,37.54
438.903,-0.101,0.29,3.504,8.042,81,10.11,37.31
438.968,-0.106,0.331,3.516,8.08,81,10.11,37.12
439.032,-0.084,1.015,3.531,8.118,81,10.11,37.03
439.097,-0.084,0.539,3.546,8.151,81,10.12,36.99
439.161,-0.079,0.373,3.563,8.18,81,10.12,36.88
439.226,0.306,1.264,3.578,8.204,81,10.12,36.82
439.29,-0.085,2.217,3.593,8.226,81,10.12,36.77
439.355,-0.03,4.144,3.606,8.244,81,10.12,36.67
439.419,0.117,3.211,3.621,8.259,73,10.12,36.64
439.484,0.111,1.409,3.635,8.274,73,10.12,36.65
439.548,-0.05,1.181,3.648,8.288,73,10.12,36.67
439.613,-0.052,2.01,3.66,8.297,73,10.12,36.73
439.677,-0.05,3.729,3.673,8.303,73,10.12,36.78
439.742,-0.044,1.761,3.695,8.301,73,10.12,36.43
439.806,-0.053,1.533,3.695,8.299,73,10.12,36.42
439.871,-0.038,1.948,3.706,8.26,73,10.12,36.51
439.935,-0.021,1.989,3.716,8.192,73,10.12,36.69
440,-0.057,1.492,3.723,8.159,73,10.12,36.55
440.065,0.418,1.885,3.731,8.14,73,10.12,36.44
440.129,-0.009,1.575,3.737,8.088,73,10.12,36.53
440.194,0.022,1.098,3.744,8.052,73,10.12,36.57
440.258,0.151,1.533,3.746,8.031,73,10.12,36.57
440.323,0.231,0.994,3.747,8.021,73,10.12,36.54
440.387,-0.009,1.865,3.745,8.091,73,10.12,36.59
440.452,-0.036,1.14,3.744,8.161,70,10.12,36.51
440.516,-0.024,1.222,3.741,8.186,70,10.12,36.39
440.581,-0.021,0.994,3.741,8.183,70,10.12,36.33
440.645,-0.015,0.808,3.739,8.172,70,10.13,36.19
440.71,0.035,0.891,3.735,8.156,70,10.13,36.02
440.774,0.012,0.435,3.73,8.162,70,10.13,35.91
440.839,0.344,0.497,3.725,8.179,70,10.13,36
440.903,0.105,0.394,3.72,8.171,70,10.13,36.01
440.968,0.042,0.456,3.717,8.154,70,10.13,35.85
441.032,0.108,0.394,3.713,8.14,70,10.13,35.77
441.097,0.285,0.228,3.706,8.126,70,10.13,35.66
441.161,0.236,0.311,3.699,8.113,70,10.12,35.58
441.226,0.066,0.249,3.693,8.1,70,10.13,35.54
441.29,0.073,0.497,3.688,8.085,70,10.13,35.49
441.355,0.074,0.249,3.68,8.07,70,10.13,35.42
441.419,0.061,0.207,3.675,8.055,70,10.13,35.35
441.484,0.064,0.249,3.668,8.04,70,10.13,35.32
441.548,0.106,0.166,3.659,8.028,70,10.13,35.26
441.613,0.038,0.207,3.651,8.014,70,10.13,35.26
441.677,0.463,0.539,3.645,8.001,73,10.13,35.25
441.742,0.048,0.166,3.64,7.987,73,10.13,35.22
441.806,0.052,0.145,3.635,7.973,73,10.13,35.11
441.871,0.125,0.145,3.63,7.962,73,10.15,35.03
441.935,0.272,0.145,3.623,7.948,73,10.16,34.95
442,0.051,0.145,3.618,7.937,73,10.15,35.01
442.065,-0.037,0.104,3.613,7.925,73,10.13,35.25
442.129,-0.048,0.166,3.607,7.914,73,10.13,35.36
442.194,-0.071,0.124,3.601,7.905,73,10.15,35.4
442.258,-0.039,0.145,3.596,7.894,73,10.15,35.53
442.323,-0.106,0.145,3.593,7.882,73,10.13,35.79
442.387,0.267,0.373,3.592,7.872,73,10.13,36.08
442.452,-0.103,0.166,3.596,7.863,73,10.13,36.3
442.516,-0.077,0.124,3.596,7.854,73,10.15,36.5
442.581,0.135,0.186,3.595,7.845,73,10.13,36.69
442.645,0.178,0.207,3.595,7.837,73,10.13,36.93
442.71,0.006,0.145,3.595,7.828,73,10.13,37.14
442.774,-0.107,0.083,3.595,7.82,73,10.13,37.28
442.839,-0.103,0.145,3.595,7.812,73,10.13,37.41
442.903,-0.088,0.145,3.595,7.799,73,10.13,37.64
442.968,-0.12,0.186,3.595,7.798,73,10.13,37.65
443.032,-0.038,0.311,3.595,7.794,73,10.13,37.7
443.097,0.141,0.331,3.592,7.788,73,10.13,37.74
443.161,-0.129,0.145,3.591,7.784,73,10.13,37.73
443.226,-0.08,0.124,3.588,7.779,73,10.13,37.67
443.29,0.066,0.124,3.586,7.777,89,10.13,37.55
443.355,0.045,0.124,3.583,7.775,89,10.13,37.4
443.419,-0.158,0.145,3.581,7.771,89,10.15,37.25
443.484,-0.164,0.104,3.578,7.77,89,10.15,37.09
443.548,-0.172,0.104,3.577,7.77,89,10.13,36.92
443.613,-0.147,0.145,3.575,7.772,89,10.13,36.75
443.677,-0.196,0.207,3.572,7.778,89,10.13,36.62
443.742,0.091,0.373,3.57,7.792,89,10.15,36.53
443.806,-0.077,0.373,3.566,7.814,89,10.15,36.49
443.871,-0.19,0.145,3.563,7.846,89,10.15,36.47
443.935,-0.135,0.104,3.562,7.887,85,10.15,36.43
444,0.023,0.124,3.562,7.94,85,10.15,36.42
444.065,-0.053,0.104,3.563,8.004,85,10.15,36.42
444.129,-0.226,0.104,3.568,8.079,85,10.15,36.4
444.194,-0.233,0.104,3.577,8.163,85,10.15,36.38
444.258,-0.249,0.145,3.588,8.258,85,10.15,36.33
444.323,-0.244,0.145,3.607,8.362,85,10.15,36.28
444.387,-0.268,0.145,3.628,8.483,85,10.15,36.25
444.452,-0.304,0.166,3.654,8.621,85,10.15,36.24
444.516,0.098,0.477,3.688,8.78,85,10.13,36.23
444.581,-0.318,0.124,3.724,8.956,85,10.13,36.22
444.645,-0.283,0.124,3.767,9.145,85,10.13,36.22
444.71,-0.154,0.124,3.815,9.35,83,10.15,36.22
444.774,-0.125,0.166,3.874,9.556,83,10.15,36.23
444.839,-0.353,0.104,3.936,9.747,83,10.15,36.25
444.903,-0.372,0.166,3.999,9.951,83,10.15,36.25
444.968,-0.382,0.124,4.068,10.141,83,10.13,36.23
445.032,-0.403,0.124,4.133,10.318,83,10.13,36.18
445.097,-0.374,0.104,4.197,10.504,83,10.15,36.16
445.161,-0.413,0.104,4.269,10.687,83,10.15,36.15
445.226,-0.177,0.352,4.336,10.892,83,10.15,36.15
445.29,-0.243,0.311,4.416,11.054,83,10.15,36.16
445.355,-0.405,0.145,4.493,11.211,83,10.15,36.16
445.419,-0.348,0.145,4.565,11.358,78,10.15,36.17
445.484,-0.184,0.166,4.635,11.476,78,10.13,36.19
445.548,-0.227,0.083,4.712,11.589,78,10.15,36.19
445.613,-0.402,0.145,4.793,11.706,78,10.13,36.19
445.677,-0.399,0.166,4.887,11.808,78,10.15,36.18
445.742,-0.395,0.166,4.974,11.863,78,10.15,36.16
445.806,-0.4,0.186,5.051,11.896,78,10.13,36.14
445.871,-0.388,0.124,5.116,11.92,78,10.13,36.12
445.935,-0.35,0.145,5.17,11.944,78,10.13,36.12
446,-0.405,0.124,5.226,11.964,78,10.13,36.13
446.065,0.068,0.477,5.279,11.968,78,10.15,36.14
446.129,-0.35,0.104,5.332,11.956,78,10.13,36.14
446.194,-0.308,0.124,5.387,11.937,78,10.15,36.15
446.258,-0.191,0.145,5.438,11.908,75,10.15,36.16
446.323,-0.048,0.124,5.484,11.864,75,10.15,36.16
446.387,-0.268,0.083,5.517,11.811,75,10.15,36.16
446.452,-0.301,0.228,5.546,11.752,75,10.15,36.16
446.516,-0.288,0.124,5.566,11.69,75,10.15,36.16
446.581,-0.289,0.145,5.581,11.627,75,10.15,36.14
446.645,-0.283,0.124,5.594,11.567,75,10.13,36.11
446.71,-0.235,0.166,5.613,11.511,75,10.15,36.11
446.774,-0.27,0.145,5.629,11.461,75,10.15,36.11
446.839,0.141,0.394,5.636,11.421,75,10.13,36.12
446.903,-0.218,0.186,5.632,11.388,75,10.15,36.14
446.968,-0.213,0.124,5.631,11.366,75,10.15,36.15
447.032,-0.138,0.104,5.628,11.343,74,10.15,36.15
447.097,0.042,0.145,5.624,11.323,74,10.15,36.12
447.161,-0.067,0.145,5.618,11.307,74,10.13,36.09
447.226,-0.204,0.166,5.613,11.296,74,10.15,36.08
447.29,-0.197,0.124,5.617,11.288,74,10.15,36.05
447.355,-0.2,0.124,5.617,11.278,74,10.15,36.04
447.419,-0.207,0.124,5.616,11.264,74,10.13,36.03
447.484,-0.195,0.124,5.614,11.247,74,10.15,36.07
447.548,-0.162,0.145,5.613,11.232,74,10.13,36.17
447.613,-0.221,0.166,5.612,11.213,74,10.15,36.27
447.677,0.214,0.373,5.607,11.186,74,10.15,36.38
447.742,-0.174,0.145,5.602,11.159,74,10.15,36.54
447.806,-0.138,0.166,5.593,11.133,74,10.15,36.73
447.871,-0.025,0.145,5.586,11.123,74,10.13,36.93
447.935,0.105,0.124,5.586,11.12,74,10.15,37.11
448,-0.13,0.124,5.585,11.132,74,10.15,37.32
448.065,-0.181,0.145,5.588,11.166,74,10.15,37.52
448.129,-0.176,0.124,5.583,11.231,74,10.15,37.66
448.194,-0.18,0.166,5.577,11.328,74,10.13,37.73
448.258,-0.178,0.124,5.573,11.467,74,10.15,37.79
448.323,-0.239,0.186,5.572,11.628,74,10.15,37.84
448.387,0.189,0.414,5.579,11.8,74,10.15,37.85
448.452,-0.202,0.104,5.589,12.003,74,10.13,37.83
448.516,-0.156,0.124,5.609,12.238,74,10.15,37.78
448.581,-0.028,0.124,5.638,12.474,85,10.15,37.74
448.645,0.044,0.104,5.676,12.724,85,10.13,37.68
448.71,-0.186,0.124,5.719,12.99,85,10.15,37.6
448.774,-0.202,0.124,5.764,13.257,85,10.15,37.48
448.839,-0.192,0.104,5.818,13.512,85,10.15,37.31
448.903,-0.207,0.124,5.878,13.759,85,10.15,37.13
448.968,-0.181,0.104,5.924,13.992,85,10.15,36.92
449.032,-0.189,0.124,5.949,14.194,85,10.15,36.77
449.097,-0.123,0.269,5.952,14.373,85,10.15,36.65
449.161,0.157,0.352,5.932,14.538,85,10.15,36.55
449.226,-0.172,0.124,5.91,14.683,85,10.15,36.47
449.29,-0.118,0.104,5.883,14.811,85,10.15,36.43
449.355,0.037,0.124,5.865,14.888,78,10.15,36.42
449.419,0.056,0.104,5.859,14.959,78,10.15,36.4
449.484,-0.145,0.124,5.858,15.017,78,10.15,36.38
449.548,-0.144,0.145,5.855,15.054,78,10.15,36.37
449.613,-0.142,0.124,5.855,15.076,78,10.15,36.34
449.677,-0.15,0.145,5.857,15.082,78,10.15,36.29
449.742,-0.148,0.124,5.867,15.074,78,10.15,36.26
449.806,-0.102,0.124,5.884,15.056,78,10.15,36.25
449.871,-0.133,0.166,5.907,15.028,78,10.15,36.25
449.935,0.275,0.394,5.924,14.985,78,10.15,36.25
450,-0.081,0.145,5.937,14.933,78,10.15,36.25
450.065,-0.08,0.124,5.957,14.878,78,10.15,36.26
450.129,-0.006,0.104,5.979,14.837,78,10.15,36.26
450.194,0.174,0.124,5.997,14.793,78,10.15,36.27
450.258,0.078,0.104,6.018,14.75,78,10.15,36.28
450.323,-0.06,0.124,6.022,14.716,78,10.15,36.27
450.387,-0.05,0.124,6.023,14.687,78,10.15,36.26
450.452,-0.053,0.124,6.026,14.668,78,10.15,36.24
450.516,-0.059,0.124,6.023,14.654,78,10.15,36.2
450.581,-0.052,0.104,6.024,14.648,78,10.15,36.19
450.645,-0.007,0.145,6.029,14.641,78,10.15,36.19
450.71,-0.062,0.124,6.045,14.638,78,10.15,36.19
450.774,0.388,0.477,6.074,14.632,78,10.15,36.2
450.839,-0.017,0.124,6.094,14.62,78,10.15,36.2
450.903,0.016,0.104,6.101,14.597,78,10.15,36.21
450.968,0.121,0.145,6.106,14.571,78,10.15,36.21
451.032,0.28,0.145,6.121,14.535,78,10.15,36.24
451.097,0.059,0.124,6.134,14.49,78,10.15,36.24
451.161,0.005,0.104,6.144,14.44,78,10.15,36.24
451.226,0.011,0.124,6.149,14.386,78,10.15,36.21
451.29,0.001,0.124,6.154,14.33,78,10.15,36.2
451.355,-0.001,0.124,6.161,14.278,78,10.15,36.19
451.419,0.003,0.145,6.166,14.218,78,10.15,36.17
451.484,0.047,0.145,6.171,14.151,78,10.15,36.17
451.548,-0.007,0.104,6.179,14.082,78,10.15,36.19
451.613,0.433,0.497,6.178,14.014,78,10.15,36.19
451.677,0.028,0.124,6.175,13.935,78,10.15,36.19
451.742,0.056,0.145,6.173,13.853,78,10.15,36.2
451.806,0.151,0.124,6.169,13.764,78,10.15,36.21
451.871,0.319,0.104,6.16,13.671,78,10.15,36.21
451.935,0.102,0.104,6.149,13.573,78,10.15,36.21
452,0.027,0.104,6.137,13.471,78,10.15,36.21
452.065,0.028,0.104,6.131,13.368,78,10.15,36.21
452.129,0.012,0.124,6.126,13.26,78,10.15,36.2
452.194,0.01,0.124,6.114,13.15,78,10.15,36.2
452.258,0.049,0.104,6.1,13.041,78,10.15,36.23
452.323,-0.009,0.145,6.082,12.933,78,10.15,36.3
452.387,0.397,0.414,6.063,12.829,78,10.15,36.41
452.452,0.026,0.207,6.043,12.724,78,10.15,36.55
452.516,0.063,0.145,6.027,12.621,78,10.15,36.7
452.581,0.169,0.083,6.007,12.519,78,10.15,36.84
452.645,0.328,0.145,5.986,12.423,78,10.15,37.01
452.71,0.1,0.186,5.962,12.331,78,10.15,37.18
452.774,0.039,0.124,5.937,12.243,78,10.15,37.34
452.839,0.054,0.124,5.914,12.157,78,10.16,37.46
452.903,0.054,0.124,5.888,12.075,78,10.15,37.54
452.968,0.072,0.124,5.863,11.997,78,10.15,37.63
453.032,0.012,0.104,5.838,11.922,78,10.15,37.75
453.097,0.416,0.352,5.817,11.85,78,10.15,37.89
453.161,0.049,0.145,5.796,11.782,78,10.15,37.99
453.226,0.091,0.124,5.772,11.717,78,10.16,38.02
453.29,0.203,0.124,5.747,11.653,78,10.16,38.02
453.355,0.321,0.124,5.724,11.592,78,10.16,37.98
453.419,0.084,0.104,5.701,11.535,78,10.16,37.92
453.484,0.051,0.104,5.679,11.478,78,10.15,37.86
453.548,0.058,0.166,5.658,11.425,78,10.16,37.78
453.613,0.044,0.083,5.638,11.373,78,10.16,37.64
453.677,0.086,0.104,5.622,11.32,78,10.15,37.53
453.742,0.031,0.104,5.606,11.273,78,10.16,37.45
453.806,0.451,0.414,5.589,11.227,78,10.16,37.39
453.871,0.048,0.145,5.572,11.183,78,10.16,37.31
453.935,0.08,0.104,5.554,11.138,78,10.16,37.23
454,0.157,0.145,5.535,11.096,78,10.16,37.15
454.065,0.334,0.124,5.517,11.055,78,10.16,37.06
454.129,0.17,0.083,5.5,11.015,78,10.16,36.96
454.194,0.061,0.145,5.485,10.975,78,10.16,36.89
454.258,0.07,0.104,5.47,10.939,78,10.16,36.8
454.323,0.062,0.083,5.455,10.902,78,10.16,36.68
454.387,0.052,0.145,5.443,10.867,78,10.16,36.58
