tag,start_time,end_time,duration,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,tonic_mean,tonic_var,phasic_mean,phasic_var,phasic_sum,phasic_peaks,phasic_sum_over_1,phasic_peaks_over_1
drive05,2311.548387,2370.903226,59.354839,770.935897,157.962378,247.476551,68,87.179487,68,87.179487,247.499233,774.000000,645,0.321037,0.204897,81.510918,132.743363,54.694622,18.772614,3722.579122,5272.072646,0.706094,41.386584,58.613416,9879.727463,885.075696,-0.002163,0.058365,3.835495,0.117706,2.557517,6,2.557517,6
drive05,2341.225806,2400.838710,59.612903,762.810127,161.250091,265.206921,68,86.075949,68,86.075949,265.239249,774.000000,645,0.347713,0.211390,82.600786,132.743363,54.694622,19.443373,1523.643814,3760.370284,0.405185,28.834969,71.165031,5900.144436,616.130338,0.003392,0.055070,3.843417,0.098091,2.393475,8,2.488483,7
drive05,2371.741935,2431.548387,59.806452,767.683544,129.244208,206.456764,56,70.886076,56,70.886076,206.458446,774.000000,516,0.268937,0.168356,80.486700,116.279070,58.139535,14.358451,799.844711,3884.164150,0.205925,17.076072,82.923928,5140.772037,456.763175,-0.001513,0.033043,4.175443,0.390234,1.640800,9,1.735808,8
drive05,2401.612903,2460.580645,58.967742,775.896104,129.390330,203.812482,58,75.324675,58,75.324675,203.814221,774.000000,516,0.262682,0.166762,79.604719,116.279070,58.139535,14.158904,1178.812011,4044.933774,0.291429,22.566412,77.433588,5753.589359,529.843574,-0.000091,0.043556,4.446156,0.245841,1.557633,7,1.557633,7
drive05,2432.387097,2491.741935,59.354839,781.766234,139.939545,224.219037,63,81.818182,63,81.818182,224.220668,774.000000,516,0.286813,0.179004,79.345995,116.279070,58.139535,15.000606,980.858673,5654.030928,0.173480,14.783346,85.216654,7015.832165,380.942565,-0.001645,0.078452,4.424062,0.197732,2.541725,6,2.541725,6
drive05,2461.612903,2520.903226,59.290323,804.333333,131.259732,207.277189,59,78.666667,59,78.666667,207.293596,774.000000,516,0.257721,0.163191,76.737704,116.279070,58.139535,13.548003,900.688124,3906.932271,0.230536,18.734593,81.265407,5113.011233,305.390838,-0.003931,0.074208,4.268639,0.328264,2.384600,5,2.384600,5
drive05,2492.516129,2552.000000,59.483871,814.337838,124.352380,203.793043,55,74.324324,55,74.324324,203.794988,839.000000,581,0.250259,0.152704,75.549444,116.279070,54.694622,12.686465,726.840165,3717.554228,0.195516,16.354088,83.645912,4921.659846,477.265454,0.005428,0.038235,4.025146,0.101706,1.874242,6,1.874242,6
drive05,2521.935484,2581.419355,59.483871,785.961039,147.517478,248.365333,53,68.831169,53,68.831169,248.401468,774.000000,581,0.316048,0.187691,79.250324,116.279070,54.694622,16.066693,920.441172,2909.701568,0.316335,24.031511,75.968489,4712.550415,882.407675,-0.017308,0.048007,4.009074,0.090572,1.993450,6,1.993450,6
drive05,2552.838710,2612.064516,59.225806,780.129870,145.085306,240.356900,54,70.129870,54,70.129870,240.358422,774.000000,581,0.308101,0.185976,79.823928,116.279070,54.694622,16.204779,1988.823459,3496.552601,0.568796,36.256830,63.743170,6634.094983,1148.718923,-0.006287,0.125414,4.483973,0.402204,2.840408,4,2.840408,4
drive05,2582.193548,2642.000000,59.806452,786.870130,137.289394,213.470636,56,72.727273,56,72.727273,213.497627,774.000000,645,0.271325,0.174475,78.900506,132.743363,54.694622,15.769321,1578.326656,2714.500476,0.581443,36.766602,63.233398,4958.705488,665.878357,0.031357,0.110510,4.650702,0.204378,2.827675,5,2.827675,5
drive05,2612.838710,2672.064516,59.225806,789.565789,139.729389,222.373100,61,80.263158,61,80.263158,222.374789,774.000000,645,0.281642,0.176970,78.696084,132.743363,54.694622,15.864154,1716.566106,7136.507202,0.240533,19.389494,80.610506,9181.654182,328.580873,0.005834,0.023193,4.135171,0.077862,0.958733,5,0.958733,5
drive05,2642.516129,2702.322581,59.806452,754.087500,107.457050,145.840313,52,65.000000,52,65.000000,145.849454,774.000000,516,0.193412,0.142499,81.162876,116.279070,58.139535,11.560628,1135.755916,2244.265978,0.506070,33.602028,66.397972,3618.205184,238.183289,-0.008172,0.018004,3.930798,0.028176,1.148350,7,1.148350,7
drive05,2672.903226,2732.322581,59.419355,726.084337,107.023613,158.004556,58,69.879518,58,69.879518,158.012388,710.000000,580,0.217623,0.147398,84.468611,132.743363,58.139535,12.941817,2080.961865,2488.990168,0.836067,45.535749,54.464251,5498.490999,928.538966,-0.011991,0.023875,3.938127,0.018853,1.670433,9,1.746167,8
drive05,2702.903226,2762.645161,59.741935,763.670886,162.453837,242.911206,69,87.341772,69,87.341772,242.933725,710.000000,645,0.318113,0.212728,82.388354,132.743363,54.694622,18.703548,2059.767484,6855.474988,0.300456,23.103886,76.896114,9782.872697,867.630224,0.002345,0.020173,3.875781,0.057075,1.829467,10,1.905200,9
drive05,2732.967742,2792.838710,59.870968,817.837838,152.498015,220.714482,62,83.783784,62,83.783784,220.730481,839.000000,645,0.269895,0.186465,76.410752,132.743363,54.694622,17.120445,1997.219432,2835.788253,0.704291,41.324566,58.675434,5513.573704,680.566019,0.005700,0.013175,3.592470,0.089942,1.478258,7,1.478258,7
drive05,2763.548387,2822.645161,59.096774,833.347222,109.200573,158.298278,55,76.388889,55,76.388889,158.339980,839.000000,645,0.190005,0.131039,73.406477,132.743363,54.694622,11.277879,1910.920938,2246.225056,0.850726,45.967136,54.032864,4576.485031,419.339036,-0.005818,0.010756,3.281217,0.039292,0.957792,6,0.988567,5
drive05,2793.741935,2853.419355,59.677419,818.689189,103.540201,167.916199,56,75.675676,56,75.675676,167.925497,839.000000,451,0.205115,0.126471,74.494127,103.270224,58.139535,9.739185,805.423566,2301.201996,0.350001,25.925994,74.074006,3276.810494,170.184932,-0.004088,0.006815,3.074535,0.033418,0.897067,8,0.927842,7
drive05,2823.612903,2882.967742,59.354839,815.243243,127.075084,198.340173,65,87.837838,65,87.837838,198.371659,839.000000,516,0.243328,0.155874,75.425071,103.270224,54.694622,12.019285,1188.113830,3340.595093,0.355659,26.235156,73.764844,4765.734030,237.025107,0.002706,0.004798,2.914021,0.042013,0.712558,7,0.712558,7
drive05,2854.000000,2913.677419,59.677419,825.520548,132.094780,206.532345,64,87.671233,64,87.671233,206.540116,839.000000,516,0.250194,0.160014,74.578535,103.270224,54.694622,12.158317,2415.552294,5010.722738,0.482077,32.527105,67.472895,7623.921832,197.646801,0.004386,0.004513,2.801332,0.036187,0.560033,6,0.560033,6
drive05,2883.806452,2943.419355,59.612903,828.123288,125.858490,211.921209,63,86.301370,63,86.301370,211.923073,839.000000,516,0.255908,0.151980,74.188449,103.270224,54.694622,11.660483,487.322229,3171.049714,0.153679,13.320740,86.679260,3695.381116,37.009173,0.001673,0.006156,2.675767,0.029709,0.499358,4,0.499358,4
drive05,2914.580645,2974.000000,59.419355,815.175676,139.413484,235.531257,67,90.540541,67,90.540541,235.537886,839.000000,516,0.288941,0.171023,75.965502,116.279070,58.139535,14.208513,1210.631300,3541.853202,0.341807,25.473651,74.526349,5056.645285,304.160783,0.001198,0.034152,3.011261,0.376512,1.048842,4,1.048842,4
drive05,2944.322581,3004.258065,59.935484,811.240000,145.840235,233.004933,67,89.333333,67,89.333333,233.011454,839.000000,581,0.287229,0.179774,76.542465,116.279070,54.694622,14.837423,1243.151943,4908.191891,0.253281,20.209437,79.790563,6870.753821,719.409988,0.004361,0.085653,3.796957,0.433822,1.966017,4,1.966017,4
drive05,2975.032258,3034.774194,59.741935,821.337838,143.405382,231.411916,61,82.432432,61,82.432432,231.453951,839.000000,581,0.281801,0.174600,75.294783,116.279070,54.694622,13.239480,794.451061,4353.924085,0.182468,15.431103,84.568897,5560.794913,412.419768,-0.008099,0.056811,3.878932,0.195773,1.491267,4,1.510225,3
drive05,3005.096774,3064.129032,59.032258,820.219178,159.993511,274.639695,57,78.082192,57,78.082192,274.652912,839.000000,645,0.334853,0.195062,76.125034,132.743363,54.694622,15.896410,1127.758870,2776.627358,0.406161,28.884409,71.115591,4569.372701,664.986473,-0.003675,0.005367,3.399020,0.069070,0.526492,7,0.554258,5
drive05,3035.483871,3094.645161,59.161290,831.625000,157.800501,269.093382,61,84.722222,61,84.722222,269.099516,839.000000,709,0.323583,0.189750,75.018924,132.743363,51.679587,15.786711,1033.492174,7019.905190,0.147223,12.832996,87.167004,8344.158403,290.761039,0.001430,0.007650,3.034305,0.035961,0.672575,6,0.681383,5
drive05,3065.096774,3124.967742,59.870968,845.055556,123.963976,207.036177,59,81.944444,59,81.944444,207.068064,839.000000,580,0.245035,0.146693,72.562290,103.270224,51.679587,10.948482,1125.352841,3588.923058,0.313563,23.871171,76.128829,5090.303548,376.027649,-0.000053,0.010576,2.865437,0.008962,1.006817,7,1.006817,7
drive05,3095.612903,3154.967742,59.354839,837.861111,124.057382,205.198306,58,80.555556,58,80.555556,205.230478,839.000000,516,0.244946,0.148064,73.282500,103.270224,54.694622,11.587060,1315.553397,3051.647244,0.431096,30.123493,69.876507,4697.254816,330.054175,-0.002560,0.005026,2.668528,0.030769,0.718300,9,0.718300,9
drive05,3125.870968,3185.354839,59.483871,827.260274,129.525526,205.373293,66,90.410959,66,90.410959,205.390786,839.000000,451,0.248278,0.156572,74.388766,103.270224,58.139535,12.153521,1075.495461,4600.183963,0.233794,18.949193,81.050807,6160.369053,484.689630,-0.000193,0.011252,2.698050,0.080644,0.968225,7,0.968225,7
drive05,3155.870968,3215.870968,60.000000,770.949367,125.206179,174.527694,62,78.481013,62,78.481013,174.545233,774.000000,516,0.226403,0.162405,79.886298,116.279070,58.139535,13.056899,531.805015,3679.493190,0.144532,12.628054,87.371946,4444.641696,233.343491,-0.005272,0.032662,3.218364,0.159407,1.496667,5,1.496667,5
drive05,3186.258065,3246.064516,59.806452,749.543210,125.169690,194.702215,58,71.604938,58,71.604938,194.703910,710.000000,516,0.259763,0.166995,82.338754,116.279070,58.139535,14.165779,2019.765492,2337.812755,0.863955,46.350642,53.649358,4876.195561,518.617314,-0.009250,0.044494,3.690692,0.065389,1.816375,5,1.816375,5
drive05,3216.580645,3276.387097,59.806452,747.185185,132.137439,203.796614,63,77.777778,63,77.777778,203.798184,710.000000,580,0.272755,0.176847,82.911914,132.743363,58.139535,15.349215,1120.363092,3519.238562,0.318354,24.147829,75.852171,5559.385025,919.783370,0.005010,0.030938,3.679311,0.135522,1.146292,4,1.146292,4
drive05,3246.774194,3306.516129,59.741935,795.434211,154.199640,186.173016,55,72.368421,55,72.368421,186.174971,774.000000,709,0.234055,0.193856,78.347249,132.743363,51.679587,15.722169,3185.328143,4875.636975,0.653315,39.515469,60.484531,10078.721404,2017.756286,0.008690,0.012410,3.267408,0.133826,0.498442,4,0.498442,4
drive05,3277.290323,3337.032258,59.741935,808.666667,152.663234,194.494759,55,73.333333,55,73.333333,194.512245,774.000000,645,0.240535,0.188784,76.851218,116.279070,51.679587,14.536088,3108.829166,5770.306111,0.538763,35.012747,64.987253,10572.779275,1693.643999,0.004386,0.006429,2.897936,0.030976,0.821758,6,0.821758,6
drive05,3307.225806,3367.096774,59.870968,776.769231,153.619527,230.645212,62,79.487179,62,79.487179,230.683119,774.000000,709,0.296978,0.197767,80.343017,132.743363,51.679587,16.320478,4195.287387,5504.869267,0.762105,43.249687,56.750313,10324.440492,624.283838,0.000459,0.013650,2.937390,0.136025,1.173658,7,1.196467,6
drive05,3337.548387,3397.290323,59.741935,803.480000,147.041119,248.223920,58,77.333333,58,77.333333,248.248404,774.000000,774,0.308967,0.183005,77.355368,132.743363,48.939641,15.397998,1117.734780,2751.844854,0.406177,28.885173,71.114827,3934.787768,65.208134,-0.009094,0.017553,3.026276,0.125831,1.103992,6,1.132158,4
drive05,3367.677419,3427.419355,59.741935,793.763158,128.624194,217.971802,57,75.000000,57,75.000000,217.971802,774.000000,710,0.274606,0.162044,77.612044,116.279070,48.939641,13.014559,383.696694,3550.958352,0.108054,9.751724,90.248276,3965.137708,30.482662,-0.000519,0.009921,2.822586,0.046027,0.680225,5,0.685583,4
drive05,3398.064516,3457.806452,59.741935,796.328947,136.302251,231.500737,61,80.263158,61,80.263158,231.515039,774.000000,581,0.290728,0.171163,77.677552,116.279070,54.694622,14.037588,351.505418,3302.050538,0.106451,9.620912,90.379088,3767.139404,113.583448,0.007839,0.003817,2.508967,0.056601,0.429208,5,0.432508,4
drive05,3428.451613,3488.193548,59.741935,789.337662,139.534717,222.526465,62,80.519481,62,80.519481,222.528059,774.000000,516,0.281917,0.176774,78.496077,116.279070,58.139535,14.461574,665.707961,4310.136507,0.154452,13.378794,86.621206,5171.219242,195.374775,0.002404,0.052792,2.869283,0.758760,1.411433,4,1.414733,3
drive05,3458.580645,3518.451613,59.870968,758.087500,141.683655,228.420055,59,73.750000,59,73.750000,228.420055,774.000000,516,0.301311,0.186896,81.982055,116.279070,58.139535,15.726755,2517.005220,3498.684641,0.719415,41.840675,58.159325,6999.397623,983.707763,-0.000203,0.057616,3.445262,0.437663,1.926292,6,1.926292,6
drive05,3488.709677,3548.258065,59.548387,760.329114,144.099389,236.845607,59,74.683544,59,74.683544,236.851382,774.000000,516,0.311512,0.189522,81.826808,116.279070,58.139535,15.955503,567.200896,3412.462612,0.166215,14.252484,85.747516,4246.251385,266.587878,-0.006657,0.030052,3.620567,0.164310,1.393917,6,1.393917,6
drive05,3519.225806,3579.161290,59.935484,778.397436,137.231754,224.938168,63,80.769231,63,80.769231,224.939703,774.000000,516,0.288978,0.176300,79.586139,116.279070,58.139535,14.733436,831.979201,5794.354483,0.143584,12.555649,87.444351,6711.329927,84.996242,0.002027,0.032638,3.668479,0.170775,1.377775,5,1.389750,4
drive05,3549.225806,3608.580645,59.354839,783.506494,135.500012,204.207584,59,76.623377,59,76.623377,204.214638,774.000000,581,0.260642,0.172941,78.926210,116.279070,54.694622,14.058096,3525.905466,5961.110364,0.591485,37.165591,62.834409,10090.998321,603.982491,0.009000,0.010555,3.339113,0.074373,0.990358,6,1.002333,5
drive05,3579.870968,3639.161290,59.290323,779.285714,130.585005,196.012553,62,80.519481,62,80.519481,196.012553,774.000000,581,0.251528,0.167570,79.184593,116.279070,54.694622,13.518744,658.300507,4335.353561,0.151845,13.182741,86.817259,5395.689111,402.035043,-0.000788,0.007115,3.085423,0.027429,0.671525,5,0.669450,4
drive05,3609.354839,3668.967742,59.612903,764.468354,102.308838,155.809774,58,73.417722,58,73.417722,155.811935,774.000000,516,0.203817,0.133830,79.965427,116.279070,58.139535,11.441593,851.420264,2541.873836,0.334958,25.091261,74.908739,3735.793008,342.498908,-0.001787,0.005045,2.849942,0.052555,0.510342,7,0.508267,6
drive05,3640.000000,3699.870968,59.870968,778.423077,114.049262,173.199937,61,78.205128,61,78.205128,173.201932,774.000000,516,0.222504,0.146513,78.877425,116.279070,58.139535,12.710341,960.764717,4773.892312,0.201254,16.753656,83.246344,5799.644719,64.987689,-0.000355,0.001682,2.513150,0.038521,0.395742,7,0.395742,7
drive05,3669.935484,3729.161290,59.225806,792.078947,112.755637,172.914707,57,75.000000,57,75.000000,172.934053,774.000000,516,0.218329,0.142354,77.465751,116.279070,58.139535,12.482648,954.903981,3094.756302,0.308555,23.579854,76.420146,4342.447604,292.787322,-0.002922,0.004843,2.356577,0.035173,0.460525,5,0.521050,4
drive05,3700.903226,3760.709677,59.806452,790.142857,121.651001,204.368117,53,68.831169,53,68.831169,204.383894,774.000000,581,0.258667,0.153961,77.860368,116.279070,54.694622,12.947145,1031.891312,1958.232955,0.526950,34.509981,65.490019,3092.758251,102.633984,-0.002450,0.011486,2.480734,0.066262,0.927808,5,0.988333,4
drive05,3730.064516,3789.290323,59.225806,801.760000,157.738309,261.933975,62,82.666667,62,82.666667,261.939775,774.000000,581,0.326706,0.196740,78.001498,116.279070,54.694622,16.650907,911.265504,6583.459451,0.138417,12.158758,87.841242,7706.285789,211.560834,0.003805,0.007258,2.609154,0.039684,0.720525,4,0.720525,4
drive05,3761.548387,3821.032258,59.483871,804.346667,136.826137,219.603633,62,82.666667,62,82.666667,219.605389,774.000000,581,0.273023,0.170108,76.867686,116.279070,54.694622,13.871378,950.180286,6035.984939,0.157419,13.600885,86.399115,7218.771910,232.606685,0.002567,0.002271,2.585540,0.010378,0.386142,4,0.386142,4
drive05,3790.129032,3850.000000,59.870968,820.445946,129.733145,192.706716,58,78.378378,58,78.378378,192.708773,839.000000,645,0.234883,0.158125,74.965968,116.279070,51.679587,12.021178,1477.341058,2899.428715,0.509528,33.754141,66.245859,4890.262841,513.493069,-0.000439,0.002358,2.452013,0.021718,0.347650,4,0.350725,3
drive05,3822.000000,3881.612903,59.612903,729.951807,178.755106,204.398062,61,73.493976,61,73.493976,204.452541,774.000000,838,0.280090,0.244886,88.103017,185.758514,51.679587,26.399839,2613.927569,5871.204999,0.445211,30.805972,69.194028,10669.666646,2184.534078,0.010661,0.239334,4.581271,6.039319,2.112233,4,2.115308,3
drive05,3850.774194,3910.580645,59.806452,665.780220,138.568539,186.491937,61,67.032967,61,67.032967,186.504394,645.000000,709,0.280129,0.208130,94.699803,185.758514,58.139535,23.816172,1135.555479,1788.180284,0.635034,38.839197,61.160803,5044.104947,2120.369185,0.002206,0.251284,5.647641,2.615394,2.466142,4,2.475508,3
drive05,3882.193548,3941.870968,59.677419,743.975309,156.682958,237.949716,65,80.246914,65,80.246914,237.961945,710.000000,709,0.319852,0.210602,84.275089,132.743363,51.679587,18.006515,890.390732,3918.217047,0.227244,18.516601,81.483399,5720.513168,911.905388,-0.003875,0.028672,4.218764,0.500978,0.844642,4,0.854008,3
drive05,3911.096774,3970.967742,59.870968,754.887500,146.363341,224.827708,62,77.500000,62,77.500000,224.833638,710.000000,709,0.297837,0.193888,82.526622,132.743363,51.679587,16.424377,1793.807193,2933.344745,0.611523,37.946891,62.053109,5645.812340,918.660402,0.008028,0.059075,4.558456,0.765075,1.601367,5,1.601367,5
drive05,3942.580645,4001.870968,59.290323,731.780488,151.398259,220.510615,56,68.292683,56,68.292683,220.512030,710.000000,645,0.301336,0.206890,85.751380,132.743363,54.694622,19.139687,676.622268,5598.450089,0.120859,10.782701,89.217299,7061.295554,786.223196,-0.012276,0.050601,4.623222,0.422925,1.479183,5,1.479183,5
drive05,3971.612903,4031.032258,59.419355,780.142857,165.155645,251.360509,58,75.324675,58,75.324675,251.360509,774.000000,774,0.322198,0.211699,80.811421,132.743363,48.939641,19.434763,3008.688069,5202.475256,0.578319,36.641435,63.358565,8653.172158,442.008834,-0.006320,0.020984,4.069989,0.092352,1.208925,6,1.208925,6
drive05,4002.645161,4062.064516,59.419355,792.092105,124.515293,194.010188,58,76.315789,58,76.315789,194.040683,774.000000,710,0.244972,0.157198,77.742537,116.279070,48.939641,13.239694,1283.238686,2551.824598,0.502871,33.460691,66.539309,4123.521689,288.458405,0.003962,0.017795,3.762677,0.150628,1.229417,6,1.229417,6
drive05,4031.870968,4091.419355,59.548387,754.900000,117.255493,177.348487,63,78.750000,63,78.750000,177.395610,774.000000,516,0.234992,0.155326,81.499294,116.279070,58.139535,13.451744,1257.013064,2996.532824,0.419489,29.552122,70.447878,4613.752872,360.206985,0.000581,0.007575,3.335879,0.036885,0.620283,6,0.654492,5
drive05,4062.903226,4122.838710,59.935484,759.712500,146.622152,209.537513,66,82.500000,66,82.500000,209.551903,710.000000,710,0.275831,0.192997,81.989503,155.038760,54.694622,16.527549,3258.097463,5586.612399,0.583197,36.836680,63.163320,10056.301601,1211.591739,-0.002016,0.004247,2.888480,0.113061,0.467300,6,0.501275,4
drive05,4092.129032,4151.483871,59.354839,822.835616,159.789011,212.552008,60,82.191781,60,82.191781,212.568910,839.000000,839,0.258337,0.194193,75.884686,155.038760,48.939641,16.356235,1842.569239,4619.268524,0.398888,28.514632,71.485368,10481.781649,4019.943886,-0.002115,0.000811,2.372486,0.086877,0.138100,3,0.137867,2
drive05,4123.548387,4182.903226,59.354839,896.552239,144.336337,194.821121,54,80.597015,54,80.597015,194.909342,903.000000,581,0.217399,0.160990,68.636013,93.023256,48.939641,10.921544,2824.223534,5423.324339,0.520755,34.243191,65.756809,9429.041601,1181.493729,-0.000653,0.000044,1.932255,0.039851,0.033092,2,0.033092,2
drive05,4152.451613,4212.258065,59.806452,935.015385,151.745520,223.598237,55,84.615385,55,84.615385,223.600544,968.000000,709,0.239141,0.162292,65.956436,103.270224,46.511628,11.395082,5352.012674,7900.172175,0.677455,40.385889,59.614111,13317.992038,65.807190,-0.000464,0.000016,1.624056,0.027035,0.014508,1,0.014508,1
drive05,4183.741935,4243.096774,59.354839,940.531250,156.212815,226.243160,57,89.062500,57,89.062500,226.245512,903.000000,709,0.240551,0.166090,65.531659,103.270224,46.511628,10.830156,5140.778615,5475.507407,0.938868,48.423513,51.576487,10833.633113,217.347092,-0.000420,0.000001,1.351617,0.018549,0.000000,0,0.000000,0
drive05,4213.096774,4272.903226,59.806452,918.893939,152.298505,227.118404,56,84.848485,56,84.848485,227.120605,903.000000,580,0.247167,0.165741,66.934428,84.507042,46.511628,10.090795,4736.308687,6079.989684,0.778999,43.788628,56.211372,11011.252052,194.953681,-0.000235,0.000020,1.154201,0.009043,0.021483,2,0.021483,2
drive05,4243.870968,4302.903226,59.032258,879.529412,162.230578,235.901150,57,83.823529,57,83.823529,235.909007,871.000000,774,0.268222,0.184452,70.690004,132.743363,48.939641,14.159291,6724.671601,2205.664406,3.048819,75.301440,24.698560,8963.795697,33.459689,-0.000176,0.000020,1.002468,0.006092,0.021483,2,0.021483,2
drive05,4273.677419,4333.096774,59.419355,872.376812,171.231964,234.657958,61,88.405797,61,88.405797,234.665626,903.000000,774,0.268996,0.196282,71.939259,132.743363,48.939641,16.884051,10238.278253,7196.149339,1.422744,58.724488,41.275512,17627.614198,193.186605,-0.000316,0.000001,0.868122,0.005735,0.000000,0,0.000000,0
drive05,4303.935484,4363.354839,59.419355,915.924242,158.899224,210.956539,50,75.757576,50,75.757576,210.958837,968.000000,774,0.230323,0.173485,67.885287,116.279070,46.511628,14.387212,6460.474576,5192.219145,1.244261,55.441898,44.558102,11826.067735,173.374014,-0.000179,0.000001,0.748902,0.003700,0.000000,0,0.000000,0
drive05,4333.935484,4393.096774,59.161290,909.151515,146.058391,185.192457,44,66.666667,44,66.666667,185.192457,903.000000,709,0.203698,0.160654,67.748494,103.270224,46.511628,11.342005,7529.977643,5157.824096,1.459914,59.348166,40.651834,13185.909675,498.107937,-0.000120,0.000006,0.656564,0.002069,0.007033,1,0.007033,1
drive05,4364.322581,4423.677419,59.354839,900.402985,140.006392,195.646324,52,77.611940,52,77.611940,195.648727,903.000000,645,0.217290,0.155493,68.237209,103.270224,48.939641,10.682655,4011.015827,7424.646875,0.540230,35.074625,64.925375,11619.125245,183.462543,-0.000098,0.000006,0.579439,0.001649,0.007033,1,0.007033,1
drive05,4394.064516,4453.032258,58.967742,922.123077,150.718955,230.879228,51,78.461538,51,78.461538,230.914419,968.000000,645,0.250416,0.163448,66.851199,93.023256,46.511628,11.205389,4330.684973,5639.746639,0.767886,43.435281,56.564719,10207.870722,237.439110,-0.000114,0.000001,0.509735,0.001525,0.000000,0,0.000000,0
drive05,4424.709677,4483.870968,59.161290,926.107692,166.173396,267.866192,53,81.538462,53,81.538462,267.873775,968.000000,645,0.289247,0.179432,66.986604,93.023256,46.511628,12.624765,1966.545861,8357.960018,0.235290,19.047361,80.952639,10454.329584,129.823706,-0.000092,0.000001,0.442953,0.001241,0.000000,0,0.000000,0
drive05,4454.258065,4513.548387,59.290323,903.298507,136.594846,212.561373,50,74.626866,50,74.626866,212.617704,903.000000,709,0.235379,0.151218,67.991082,103.270224,46.511628,10.780215,1292.882749,5011.486677,0.257984,20.507725,79.492275,6744.062347,439.692922,-0.000057,0.000004,0.390006,0.000682,0.006625,1,0.006625,1
drive05,4484.774194,4544.645161,59.870968,868.314286,94.885979,143.388384,51,72.857143,51,72.857143,143.391478,839.000000,516,0.165138,0.109276,69.986706,103.270224,54.694622,8.326318,926.595512,1736.104205,0.533721,34.799099,65.200901,2831.881098,169.181381,-0.000054,0.000004,0.344077,0.000634,0.006625,1,0.006625,1
drive05,4514.451613,4574.322581,59.870968,893.823529,108.170532,146.954684,54,79.411765,54,79.411765,147.005127,903.000000,451,0.164468,0.121020,68.105291,84.507042,51.679587,8.241582,2339.366351,3633.558486,0.643822,39.166178,60.833822,6090.839662,117.914824,-0.000062,0.000001,0.299011,0.000739,0.000000,0,0.000000,0
drive05,4545.677419,4605.161290,59.483871,931.046154,129.485210,202.221411,54,83.076923,54,83.076923,202.283990,903.000000,645,0.217265,0.139075,65.666660,84.507042,44.280443,9.028196,1543.858195,3840.531082,0.401991,28.672856,71.327144,5481.028431,96.639155,-0.000090,0.000001,0.253333,0.000566,0.000000,0,0.000000,0
drive05,4575.032258,4634.903226,59.870968,932.030769,127.997311,204.439668,50,76.923077,50,76.923077,204.461908,903.000000,645,0.219372,0.137332,65.592387,84.507042,44.280443,9.112789,1243.547010,6740.751199,0.184482,15.574907,84.425093,8206.748182,222.449973,-0.000061,0.000001,0.216622,0.000388,0.000000,0,0.000000,0
drive05,4606.064516,4665.677419,59.612903,840.555556,151.868817,168.621523,51,70.833333,51,70.833333,168.660673,871.000000,709,0.200654,0.180677,74.086963,132.743363,51.679587,15.688573,5755.903034,3686.638139,1.561288,60.957140,39.042860,10588.941756,1146.400583,0.000072,0.000018,0.218058,0.000766,0.015158,2,0.015158,2
drive05,4635.935484,4695.419355,59.483871,817.851351,146.781329,184.443921,58,78.378378,58,78.378378,184.446005,839.000000,774,0.225525,0.179472,75.958089,132.743363,48.939641,15.247489,4119.211836,3976.112011,1.035990,50.883842,49.116158,10316.744833,2221.420986,0.000136,0.000035,0.272750,0.001943,0.026842,3,0.026842,3
drive05,4666.580645,4726.258065,59.677419,878.000000,117.764471,178.730290,54,78.260870,54,78.260870,178.770556,903.000000,645,0.203611,0.134128,69.628579,103.270224,48.939641,9.928929,1927.930080,3923.384457,0.491395,32.948666,67.051334,6139.264858,287.950321,0.000014,0.000018,0.305132,0.000314,0.011683,1,0.011683,1
drive05,4696.387097,4756.000000,59.612903,904.179104,121.180297,158.937618,53,79.104478,53,79.104478,158.940669,903.000000,580,0.175784,0.134022,67.690450,103.270224,51.679587,10.228771,3875.124745,2755.927639,1.406105,58.439061,41.560939,7186.761461,555.709077,-0.000050,0.000001,0.290694,0.000129,0.000000,0,0.000000,0
drive05,4727.161290,4786.258065,59.096774,923.092308,125.311702,172.799287,51,78.461538,51,78.461538,172.799287,903.000000,580,0.187196,0.135752,66.303299,103.270224,51.679587,9.911568,1972.215615,3798.331238,0.519232,34.177274,65.822726,6765.519447,994.972594,-0.000035,0.000001,0.264922,0.000317,0.000000,0,0.000000,0
drive05,4756.774194,4816.387097,59.612903,888.117647,169.007509,209.172294,55,80.882353,55,80.882353,209.192335,903.000000,774,0.235546,0.190299,70.549925,132.743363,48.939641,16.594947,8086.192997,7468.602736,1.082692,51.985209,48.014791,17427.203853,1872.408120,-0.000029,0.000001,0.233283,0.000344,0.000000,0,0.000000,0
drive05,4787.225806,4846.516129,59.290323,913.075758,198.276366,267.735748,53,80.303030,53,80.303030,267.735748,968.000000,1032,0.293224,0.217152,69.340160,132.743363,40.431267,17.826052,5044.736861,10381.631665,0.485929,32.702038,67.297962,17222.175024,1795.806497,-0.000021,0.000001,0.200640,0.000348,0.000000,0,0.000000,0
